id,name,bundesland,ags,ars,kommunaltyp,verwaltungstyp,parent_id,nuts_code,lau_code
5955,Berlin,Berlin,11000000,110000000000,KREISFREIE_STADT,Stadtverwaltung,,,
1118,Hamburg,Hamburg,02000000,020000000000,KREISFREIE_STADT,Stadtverwaltung,,,
3770,München,Bayern,09162000,091620000000,KREISFREIE_STADT,Stadtverwaltung,,,
1638,Köln,Nordrhein-Westfalen,05315000,053150000000,KREISFREIE_STADT,Stadtverwaltung,,,
1995,Frankfurt am Main,Hessen,06412000,064120000000,KREISFREIE_STADT,Stadtverwaltung,,,
2632,Stuttgart,Baden-Württemberg,08111000,081110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1904,Dortmund,Nordrhein-Westfalen,05913000,059130000000,KREISFREIE_STADT,Stadtverwaltung,,,
1568,Essen,Nordrhein-Westfalen,05113000,051130000000,KREISFREIE_STADT,Stadtverwaltung,,,
1566,Düsseldorf,Nordrhein-Westfalen,05111000,051110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1563,Bremen,Bremen,04011000,040110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1200,Hannover,Niedersachsen,03241001,032410001001,GEMEINDE,Gemeindeverwaltung,,,
7483,Leipzig,Sachsen,14713000,147130000000,KREISFREIE_STADT,Stadtverwaltung,,,
7304,Dresden,Sachsen,14612000,146120000000,KREISFREIE_STADT,Stadtverwaltung,,,
5015,Nürnberg,Bayern,09564000,095640000000,KREISFREIE_STADT,Stadtverwaltung,,,
1567,Duisburg,Nordrhein-Westfalen,05112000,051120000000,KREISFREIE_STADT,Stadtverwaltung,,,
1903,Bochum,Nordrhein-Westfalen,05911000,059110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1575,Wuppertal,Nordrhein-Westfalen,05124000,051240000000,KREISFREIE_STADT,Stadtverwaltung,,,
1827,Bielefeld,Nordrhein-Westfalen,05711000,057110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1637,Bonn,Nordrhein-Westfalen,05314000,053140000000,KREISFREIE_STADT,Stadtverwaltung,,,
3046,Mannheim,Baden-Württemberg,08222000,082220000000,KREISFREIE_STADT,Stadtverwaltung,,,
2987,Karlsruhe,Baden-Württemberg,08212000,082120000000,KREISFREIE_STADT,Stadtverwaltung,,,
1997,Wiesbaden,Hessen,06414000,064140000000,KREISFREIE_STADT,Stadtverwaltung,,,
1746,Münster,Nordrhein-Westfalen,05515000,055150000000,KREISFREIE_STADT,Stadtverwaltung,,,
1745,Gelsenkirchen,Nordrhein-Westfalen,05513000,055130000000,KREISFREIE_STADT,Stadtverwaltung,,,
5546,Augsburg,Bayern,09761000,097610000000,KREISFREIE_STADT,Stadtverwaltung,,,
1570,Mönchengladbach,Nordrhein-Westfalen,05116000,051160000000,KREISFREIE_STADT,Stadtverwaltung,,,
1641,Aachen,Nordrhein-Westfalen,05334002,053340002002,GEMEINDE,Gemeindeverwaltung,,,
7118,Chemnitz,Sachsen,14511000,145110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1120,Braunschweig,Niedersachsen,03101000,031010000000,KREISFREIE_STADT,Stadtverwaltung,,,
1569,Krefeld,Nordrhein-Westfalen,05114000,051140000000,KREISFREIE_STADT,Stadtverwaltung,,,
7548,Halle (Saale),Sachsen-Anhalt,15002000,150020000000,KREISFREIE_STADT,Stadtverwaltung,,,
4,Kiel,Schleswig-Holstein,01002000,010020000000,KREISFREIE_STADT,Stadtverwaltung,,,
7549,Magdeburg,Sachsen-Anhalt,15003000,150030000000,KREISFREIE_STADT,Stadtverwaltung,,,
1572,Oberhausen,Nordrhein-Westfalen,05119000,051190000000,KREISFREIE_STADT,Stadtverwaltung,,,
3203,Freiburg im Breisgau,Baden-Württemberg,08311000,083110000000,KREISFREIE_STADT,Stadtverwaltung,,,
5,Lübeck,Schleswig-Holstein,01003000,010030000000,KREISFREIE_STADT,Stadtverwaltung,,,
7681,Erfurt,Thüringen,16051000,160510000000,KREISFREIE_STADT,Stadtverwaltung,,,
6385,Rostock,Mecklenburg-Vorpommern,13003000,130030000000,KREISFREIE_STADT,Stadtverwaltung,,,
2545,Mainz,Rheinland-Pfalz,07315000,073150000000,KREISFREIE_STADT,Stadtverwaltung,,,
1905,Hagen,Nordrhein-Westfalen,05914000,059140000000,KREISFREIE_STADT,Stadtverwaltung,,,
2294,Kassel,Hessen,06611000,066110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1906,Hamm,Nordrhein-Westfalen,05915000,059150000000,KREISFREIE_STADT,Stadtverwaltung,,,
5898,Saarbrücken,Saarland,10041100,100410100100,GEMEINDE,Gemeindeverwaltung,,,
1907,Herne,Nordrhein-Westfalen,05916000,059160000000,KREISFREIE_STADT,Stadtverwaltung,,,
1571,Mülheim an der Ruhr,Nordrhein-Westfalen,05117000,051170000000,KREISFREIE_STADT,Stadtverwaltung,,,
2544,Ludwigshafen am Rhein,Rheinland-Pfalz,07314000,073140000000,KREISFREIE_STADT,Stadtverwaltung,,,
1414,Osnabrück,Niedersachsen,03404000,034040000000,KREISFREIE_STADT,Stadtverwaltung,,,
1574,Solingen,Nordrhein-Westfalen,05122000,051220000000,KREISFREIE_STADT,Stadtverwaltung,,,
1639,Leverkusen,Nordrhein-Westfalen,05316000,053160000000,KREISFREIE_STADT,Stadtverwaltung,,,
1413,Oldenburg (Oldenburg),Niedersachsen,03403000,034030000000,KREISFREIE_STADT,Stadtverwaltung,,,
1611,Neuss,Nordrhein-Westfalen,05162024,051620024024,GEMEINDE,Gemeindeverwaltung,,,
5960,Potsdam,Brandenburg,12054000,120540000000,KREISFREIE_STADT,Stadtverwaltung,,,
3045,Heidelberg,Baden-Württemberg,08221000,082210000000,KREISFREIE_STADT,Stadtverwaltung,,,
1900,Paderborn (PB),Nordrhein-Westfalen,05774032,057740032032,GEMEINDE,Gemeindeverwaltung,,,
1994,Darmstadt,Hessen,06411000,064110000000,KREISFREIE_STADT,Stadtverwaltung,,,
5231,Würzburg,Bayern,09663000,096630000000,KREISFREIE_STADT,Stadtverwaltung,,,
4557,Regensburg,Bayern,09362000,093620000000,KREISFREIE_STADT,Stadtverwaltung,,,
3769,Ingolstadt,Bayern,09161000,091610000000,KREISFREIE_STADT,Stadtverwaltung,,,
1188,Göttingen (GÖ),Niedersachsen,03159016,031590016016,GEMEINDE,Gemeindeverwaltung,,,
1786,Recklinghausen (RE),Nordrhein-Westfalen,05562032,055620032032,GEMEINDE,Gemeindeverwaltung,,,
2816,Heilbronn,Baden-Württemberg,08121000,081210000000,KREISFREIE_STADT,Stadtverwaltung,,,
3575,Ulm,Baden-Württemberg,08421000,084210000000,KREISFREIE_STADT,Stadtverwaltung,,,
1122,Wolfsburg,Niedersachsen,03103000,031030000000,KREISFREIE_STADT,Stadtverwaltung,,,
3130,Pforzheim,Baden-Württemberg,08231000,082310000000,KREISFREIE_STADT,Stadtverwaltung,,,
1744,Bottrop,Nordrhein-Westfalen,05512000,055120000000,KREISFREIE_STADT,Stadtverwaltung,,,
1996,Offenbach am Main,Hessen,06413000,064130000000,KREISFREIE_STADT,Stadtverwaltung,,,
1564,Bremerhaven,Bremen,04012000,040120000000,KREISFREIE_STADT,Stadtverwaltung,,,
1573,Remscheid,Nordrhein-Westfalen,05120000,051200000000,KREISFREIE_STADT,Stadtverwaltung,,,
5014,Fürth,Bayern,09563000,095630000000,KREISFREIE_STADT,Stadtverwaltung,,,
3520,Reutlingen (RT),Baden-Württemberg,08415061,084150061061,GEMEINDE,Gemeindeverwaltung,,,
1629,Moers,Nordrhein-Westfalen,05170024,051700024024,GEMEINDE,Gemeindeverwaltung,,,
1121,Salzgitter,Niedersachsen,03102000,031020000000,KREISFREIE_STADT,Stadtverwaltung,,,
2437,Koblenz,Rheinland-Pfalz,07111000,071110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1965,Siegen,Nordrhein-Westfalen,05970040,059700040040,GEMEINDE,Gemeindeverwaltung,,,
1716,Bergisch Gladbach,Nordrhein-Westfalen,05378004,053780004004,GEMEINDE,Gemeindeverwaltung,,,
5958,Cottbus,Brandenburg,12052000,120520000000,KREISFREIE_STADT,Stadtverwaltung,,,
5013,Erlangen,Bayern,09562000,095620000000,KREISFREIE_STADT,Stadtverwaltung,,,
2515,Trier,Rheinland-Pfalz,07211000,072110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1255,Hildesheim (HI),Niedersachsen,03254021,032540021021,GEMEINDE,Gemeindeverwaltung,,,
7682,Gera,Thüringen,16052000,160520000000,KREISFREIE_STADT,Stadtverwaltung,,,
7683,Jena,Thüringen,16053000,160530000000,KREISFREIE_STADT,Stadtverwaltung,,,
1917,Witten,Nordrhein-Westfalen,05954036,059540036036,GEMEINDE,Gemeindeverwaltung,,,
2542,Kaiserslautern,Rheinland-Pfalz,07312000,073120000000,KREISFREIE_STADT,Stadtverwaltung,,,
7303,Zwickau (Z),Sachsen,14524330,145240330330,GEMEINDE,Gemeindeverwaltung,,,
1937,Iserlohn,Nordrhein-Westfalen,05962024,059620024024,GEMEINDE,Gemeindeverwaltung,,,
1830,Gütersloh (GT),Nordrhein-Westfalen,05754008,057540008008,GEMEINDE,Gemeindeverwaltung,,,
6386,Schwerin,Mecklenburg-Vorpommern,13004000,130040000000,KREISFREIE_STADT,Stadtverwaltung,,,
1653,Düren (DN),Nordrhein-Westfalen,05358008,053580008008,GEMEINDE,Gemeindeverwaltung,,,
1601,Ratingen,Nordrhein-Westfalen,05158028,051580028028,GEMEINDE,Gemeindeverwaltung,,,
2672,Esslingen am Neckar,Baden-Württemberg,08116019,081160019019,GEMEINDE,Gemeindeverwaltung,,,
7547,Dessau-Roßlau,Sachsen-Anhalt,15001000,150010000000,KREISFREIE_STADT,Stadtverwaltung,,,
1784,Marl,Nordrhein-Westfalen,05562024,055620024024,GEMEINDE,Gemeindeverwaltung,,,
1988,Lünen,Nordrhein-Westfalen,05978024,059780024024,GEMEINDE,Gemeindeverwaltung,,,
2088,Hanau,Hessen,06435014,064350014014,GEMEINDE,Gemeindeverwaltung,,,
2763,Ludwigsburg (LB),Baden-Württemberg,08118048,081180048048,GEMEINDE,Gemeindeverwaltung,,,
1602,Velbert,Nordrhein-Westfalen,05158032,051580032032,GEMEINDE,Gemeindeverwaltung,,,
3,Flensburg,Schleswig-Holstein,01001000,010010000000,KREISFREIE_STADT,Stadtverwaltung,,,
3545,Tübingen (TÜ),Baden-Württemberg,08416041,084160041041,GEMEINDE,Gemeindeverwaltung,,,
1886,Minden (MI),Nordrhein-Westfalen,05770024,057700024024,GEMEINDE,Gemeindeverwaltung,,,
1415,Wilhelmshaven,Niedersachsen,03405000,034050000000,KREISFREIE_STADT,Stadtverwaltung,,,
2549,Worms,Rheinland-Pfalz,07319000,073190000000,KREISFREIE_STADT,Stadtverwaltung,,,
3373,Villingen-Schwenningen,Baden-Württemberg,08326074,083265004074,GEMEINDE,Gemeindeverwaltung,,,
3421,Konstanz (KN),Baden-Württemberg,08335043,083355004043,GEMEINDE,Gemeindeverwaltung,,,
2265,Marburg,Hessen,06534014,065340014014,GEMEINDE,Gemeindeverwaltung,,,
1780,Dorsten,Nordrhein-Westfalen,05562012,055620012012,GEMEINDE,Gemeindeverwaltung,,,
1939,Lüdenscheid,Nordrhein-Westfalen,05962032,059620032032,GEMEINDE,Gemeindeverwaltung,,,
6,Neumünster,Schleswig-Holstein,01004000,010040000000,KREISFREIE_STADT,Stadtverwaltung,,,
1778,Castrop-Rauxel,Nordrhein-Westfalen,05562004,055620004004,GEMEINDE,Gemeindeverwaltung,,,
1807,Rheine,Nordrhein-Westfalen,05566076,055660076076,GEMEINDE,Gemeindeverwaltung,,,
1781,Gladbeck,Nordrhein-Westfalen,05562014,055620014014,GEMEINDE,Gemeindeverwaltung,,,
1621,Viersen (VIE),Nordrhein-Westfalen,05166032,051660032032,GEMEINDE,Gemeindeverwaltung,,,
1919,Arnsberg,Nordrhein-Westfalen,05958004,059580004004,GEMEINDE,Gemeindeverwaltung,,,
1411,Delmenhorst,Niedersachsen,03401000,034010000000,KREISFREIE_STADT,Stadtverwaltung,,,
1741,Troisdorf,Nordrhein-Westfalen,05382068,053820068068,GEMEINDE,Gemeindeverwaltung,,,
2193,Gießen (GI),Hessen,06531005,065310005005,GEMEINDE,Gemeindeverwaltung,,,
1868,Detmold,Nordrhein-Westfalen,05766020,057660020020,GEMEINDE,Gemeindeverwaltung,,,
1749,Bocholt,Nordrhein-Westfalen,05554008,055540008008,GEMEINDE,Gemeindeverwaltung,,,
4790,Bayreuth,Bayern,09462000,094620000000,KREISFREIE_STADT,Stadtverwaltung,,,
5957,Brandenburg an der Havel,Brandenburg,12051000,120510000000,KREISFREIE_STADT,Stadtverwaltung,,,
1339,Lüneburg (LG),Niedersachsen,03355022,033550022022,GEMEINDE,Gemeindeverwaltung,,,
913,Norderstedt,Schleswig-Holstein,01060063,010600063063,GEMEINDE,Gemeindeverwaltung,,,
1297,Celle (CE),Niedersachsen,03351006,033510006006,GEMEINDE,Gemeindeverwaltung,,,
1625,Dinslaken,Nordrhein-Westfalen,05170008,051700008008,GEMEINDE,Gemeindeverwaltung,,,
4789,Bamberg,Bayern,09461000,094610000000,KREISFREIE_STADT,Stadtverwaltung,,,
5229,Aschaffenburg,Bayern,09661000,096610000000,KREISFREIE_STADT,Stadtverwaltung,,,
7257,Plauen,Sachsen,14523320,145230320320,GEMEINDE,Gemeindeverwaltung,,,
1991,Unna (UN),Nordrhein-Westfalen,05978036,059780036036,GEMEINDE,Gemeindeverwaltung,,,
6476,Neubrandenburg,Mecklenburg-Vorpommern,13071107,130710107107,GEMEINDE,Gemeindeverwaltung,,,
1974,Lippstadt,Nordrhein-Westfalen,05974028,059740028028,GEMEINDE,Gemeindeverwaltung,,,
2984,Aalen,Baden-Württemberg,08136088,081365001088,GEMEINDE,Gemeindeverwaltung,,,
2483,Neuwied (NR),Rheinland-Pfalz,07138045,071380045045,GEMEINDE,Gemeindeverwaltung,,,
1845,Herford (HF),Nordrhein-Westfalen,05758012,057580012012,GEMEINDE,Gemeindeverwaltung,,,
7685,Weimar,Thüringen,16055000,160550000000,KREISFREIE_STADT,Stadtverwaltung,,,
1675,Kerpen (BM),Nordrhein-Westfalen,05362032,053620032032,GEMEINDE,Gemeindeverwaltung,,,
1606,Grevenbroich,Nordrhein-Westfalen,05162008,051620008008,GEMEINDE,Gemeindeverwaltung,,,
1783,Herten,Nordrhein-Westfalen,05562020,055620020020,GEMEINDE,Gemeindeverwaltung,,,
2304,Fulda (FD),Hessen,06631009,066310009009,GEMEINDE,Gemeindeverwaltung,,,
1605,Dormagen,Nordrhein-Westfalen,05162004,051620004004,GEMEINDE,Gemeindeverwaltung,,,
1204,Garbsen,Niedersachsen,03241005,032410005005,GEMEINDE,Gemeindeverwaltung,,,
1669,Bergheim (BM),Nordrhein-Westfalen,05362008,053620008008,GEMEINDE,Gemeindeverwaltung,,,
5959,Frankfurt (Oder),Brandenburg,12053000,120530000000,KREISFREIE_STADT,Stadtverwaltung,,,
4289,Landshut,Bayern,09261000,092610000000,KREISFREIE_STADT,Stadtverwaltung,,,
5548,Kempten (Allgäu),Bayern,09763000,097630000000,KREISFREIE_STADT,Stadtverwaltung,,,
1635,Wesel (WES),Nordrhein-Westfalen,05170048,051700048048,GEMEINDE,Gemeindeverwaltung,,,
2974,Schwäbisch Gmünd,Baden-Württemberg,08136065,081365007065,GEMEINDE,Gemeindeverwaltung,,,
2652,Sindelfingen,Baden-Württemberg,08115045,081150045045,GEMEINDE,Gemeindeverwaltung,,,
3771,Rosenheim,Bayern,09163000,091630000000,KREISFREIE_STADT,Stadtverwaltung,,,
2057,Rüsselsheim am Main,Hessen,06433012,064330012012,GEMEINDE,Gemeindeverwaltung,,,
1598,Langenfeld (Rheinland),Nordrhein-Westfalen,05158020,051580020020,GEMEINDE,Gemeindeverwaltung,,,
3310,Offenburg,Baden-Württemberg,08317096,083175010096,GEMEINDE,Gemeindeverwaltung,,,
1649,Stolberg (Rheinland),Nordrhein-Westfalen,05334032,053340032032,GEMEINDE,Gemeindeverwaltung,,,
1243,Hameln,Niedersachsen,03252006,032520006006,GEMEINDE,Gemeindeverwaltung,,,
6732,Stralsund,Mecklenburg-Vorpommern,13073088,130730088088,GEMEINDE,Gemeindeverwaltung,,,
3683,Friedrichshafen,Baden-Württemberg,08435016,084355002016,GEMEINDE,Gemeindeverwaltung,,,
2725,Göppingen (GP),Baden-Württemberg,08117026,081175005026,GEMEINDE,Gemeindeverwaltung,,,
1941,Menden (Sauerland),Nordrhein-Westfalen,05962040,059620040040,GEMEINDE,Gemeindeverwaltung,,,
7372,Görlitz (GR),Sachsen,14626110,146260110110,GEMEINDE,Gemeindeverwaltung,,,
1912,Hattingen,Nordrhein-Westfalen,05954016,059540016016,GEMEINDE,Gemeindeverwaltung,,,
1597,Hilden,Nordrhein-Westfalen,05158016,051580016016,GEMEINDE,Gemeindeverwaltung,,,
1738,Sankt Augustin,Nordrhein-Westfalen,05382056,053820056056,GEMEINDE,Gemeindeverwaltung,,,
1644,Eschweiler,Nordrhein-Westfalen,05334012,053340012012,GEMEINDE,Gemeindeverwaltung,,,
1674,Hürth,Nordrhein-Westfalen,05362028,053620028028,GEMEINDE,Gemeindeverwaltung,,,
1682,Euskirchen (EU),Nordrhein-Westfalen,05366016,053660016016,GEMEINDE,Gemeindeverwaltung,,,
2986,Baden-Baden,Baden-Württemberg,08211000,082110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1814,Ahlen,Nordrhein-Westfalen,05570004,055700004004,GEMEINDE,Gemeindeverwaltung,,,
1865,Bad Salzuflen,Nordrhein-Westfalen,05766008,057660008008,GEMEINDE,Gemeindeverwaltung,,,
1610,Meerbusch,Nordrhein-Westfalen,05162022,051620022022,GEMEINDE,Gemeindeverwaltung,,,
1173,Wolfenbüttel (WF),Niedersachsen,03158037,031580037037,GEMEINDE,Gemeindeverwaltung,,,
5230,Schweinfurt,Bayern,09662000,096620000000,KREISFREIE_STADT,Stadtverwaltung,,,
1139,Goslar (GS),Niedersachsen,03153017,031530017017,GEMEINDE,Gemeindeverwaltung,,,
1676,Pulheim,Nordrhein-Westfalen,05362036,053620036036,GEMEINDE,Gemeindeverwaltung,,,
2546,Neustadt an der Weinstraße,Rheinland-Pfalz,07316000,073160000000,KREISFREIE_STADT,Stadtverwaltung,,,
6869,Greifswald,Mecklenburg-Vorpommern,13075039,130750039039,GEMEINDE,Gemeindeverwaltung,,,
1484,Nordhorn,Niedersachsen,03456015,034560015015,GEMEINDE,Gemeindeverwaltung,,,
2806,Waiblingen,Baden-Württemberg,08119079,081190079079,GEMEINDE,Gemeindeverwaltung,,,
1704,Gummersbach,Nordrhein-Westfalen,05374012,053740012012,GEMEINDE,Gemeindeverwaltung,,,
2230,Wetzlar,Hessen,06532023,065320023023,GEMEINDE,Gemeindeverwaltung,,,
1983,Bergkamen,Nordrhein-Westfalen,05978004,059780004004,GEMEINDE,Gemeindeverwaltung,,,
1622,Willich,Nordrhein-Westfalen,05166036,051660036036,GEMEINDE,Gemeindeverwaltung,,,
2061,Bad Homburg vor der Höhe,Hessen,06434001,064340001001,GEMEINDE,Gemeindeverwaltung,,,
1309,Cuxhaven (CUX),Niedersachsen,03352011,033520011011,GEMEINDE,Gemeindeverwaltung,,,
1412,Emden,Niedersachsen,03402000,034020000000,KREISFREIE_STADT,Stadtverwaltung,,,
5693,Neu-Ulm (NU),Bayern,09775135,097750135135,GEMEINDE,Gemeindeverwaltung,,,
7678,Wittenberg,Sachsen-Anhalt,15091375,150910375375,GEMEINDE,Gemeindeverwaltung,,,
1458,Lingen (Ems),Niedersachsen,03454032,034540032032,GEMEINDE,Gemeindeverwaltung,,,
1209,Langenhagen,Niedersachsen,03241010,032410010010,GEMEINDE,Gemeindeverwaltung,,,
1795,Ibbenbüren,Nordrhein-Westfalen,05566028,055660028028,GEMEINDE,Gemeindeverwaltung,,,
1672,Erftstadt,Nordrhein-Westfalen,05362020,053620020020,GEMEINDE,Gemeindeverwaltung,,,
2548,Speyer,Rheinland-Pfalz,07318000,073180000000,KREISFREIE_STADT,Stadtverwaltung,,,
4290,Passau,Bayern,09262000,092620000000,KREISFREIE_STADT,Stadtverwaltung,,,
1167,Peine (PE),Niedersachsen,03157006,031570006006,GEMEINDE,Gemeindeverwaltung,,,
1989,Schwerte,Nordrhein-Westfalen,05978028,059780028028,GEMEINDE,Gemeindeverwaltung,,,
2935,Heidenheim an der Brenz,Baden-Württemberg,08135019,081355002019,GEMEINDE,Gemeindeverwaltung,,,
1881,Bad Oeynhausen,Nordrhein-Westfalen,05770004,057700004004,GEMEINDE,Gemeindeverwaltung,,,
3727,Ravensburg (RV),Baden-Württemberg,08436064,084365005064,GEMEINDE,Gemeindeverwaltung,,,
1673,Frechen,Nordrhein-Westfalen,05362024,053620024024,GEMEINDE,Gemeindeverwaltung,,,
1585,Kleve (KLE),Nordrhein-Westfalen,05154036,051540036036,GEMEINDE,Gemeindeverwaltung,,,
5920,Neunkirchen (NK),Saarland,10043114,100430114114,GEMEINDE,Gemeindeverwaltung,,,
7559,Bitterfeld-Wolfen,Sachsen-Anhalt,15082015,150820015015,GEMEINDE,Gemeindeverwaltung,,,
1977,Soest (SO),Nordrhein-Westfalen,05974040,059740040040,GEMEINDE,Gemeindeverwaltung,,,
1727,Bornheim (SU),Nordrhein-Westfalen,05382012,053820012012,GEMEINDE,Gemeindeverwaltung,,,
441,Elmshorn,Schleswig-Holstein,01056015,010560015015,GEMEINDE,Gemeindeverwaltung,,,
4792,Hof,Bayern,09464000,094640000000,KREISFREIE_STADT,Stadtverwaltung,,,
2455,Bad Kreuznach (KH),Rheinland-Pfalz,07133006,071330006006,GEMEINDE,Gemeindeverwaltung,,,
3040,Rastatt (RA),Baden-Württemberg,08216043,082165005043,GEMEINDE,Gemeindeverwaltung,,,
3450,Lörrach (LÖ),Baden-Württemberg,08336050,083365003050,GEMEINDE,Gemeindeverwaltung,,,
1769,Dülmen,Nordrhein-Westfalen,05558016,055580016016,GEMEINDE,Gemeindeverwaltung,,,
1594,Erkrath,Nordrhein-Westfalen,05158004,051580004004,GEMEINDE,Gemeindeverwaltung,,,
1645,Herzogenrath,Nordrhein-Westfalen,05334016,053340016016,GEMEINDE,Gemeindeverwaltung,,,
2541,Frankenthal (Pfalz),Rheinland-Pfalz,07311000,073110000000,KREISFREIE_STADT,Stadtverwaltung,,,
1526,Melle,Niedersachsen,03459024,034590024024,GEMEINDE,Gemeindeverwaltung,,,
1835,Rheda-Wiedenbrück,Nordrhein-Westfalen,05754028,057540028028,GEMEINDE,Gemeindeverwaltung,,,
7910,Gotha (GTH),Thüringen,16067029,160670029029,GEMEINDE,Gemeindeverwaltung,,,
1752,Gronau (Westfalen),Nordrhein-Westfalen,05554020,055540020020,GEMEINDE,Gemeindeverwaltung,,,
1642,Alsdorf (AC),Nordrhein-Westfalen,05334004,053340004004,GEMEINDE,Gemeindeverwaltung,,,
2636,Böblingen (BB),Baden-Württemberg,08115003,081150003003,GEMEINDE,Gemeindeverwaltung,,,
3574,Albstadt,Baden-Württemberg,08417079,084175001079,GEMEINDE,Gemeindeverwaltung,,,
1387,Stade (STD),Niedersachsen,03359038,033590038038,GEMEINDE,Gemeindeverwaltung,,,
1987,Kamen,Nordrhein-Westfalen,05978020,059780020020,GEMEINDE,Gemeindeverwaltung,,,
1211,Neustadt am Rübenberge,Niedersachsen,03241012,032410012012,GEMEINDE,Gemeindeverwaltung,,,
2645,Leonberg (BB),Baden-Württemberg,08115028,081150028028,GEMEINDE,Gemeindeverwaltung,,,
1729,Hennef (Sieg),Nordrhein-Westfalen,05382020,053820020020,GEMEINDE,Gemeindeverwaltung,,,
3427,Singen (Hohentwiel),Baden-Württemberg,08335075,083355005075,GEMEINDE,Gemeindeverwaltung,,,
6827,Wismar,Mecklenburg-Vorpommern,13074087,130740087087,GEMEINDE,Gemeindeverwaltung,,,
1843,Bünde,Nordrhein-Westfalen,05758004,057580004004,GEMEINDE,Gemeindeverwaltung,,,
1691,Erkelenz,Nordrhein-Westfalen,05370004,053700004004,GEMEINDE,Gemeindeverwaltung,,,
4291,Straubing,Bayern,09263000,092630000000,KREISFREIE_STADT,Stadtverwaltung,,,
1670,Brühl (BM),Nordrhein-Westfalen,05362012,053620012012,GEMEINDE,Gemeindeverwaltung,,,
7684,Suhl,Thüringen,16054000,160540000000,KREISFREIE_STADT,Stadtverwaltung,,,
7763,Nordhausen (NDH),Thüringen,16062041,160620041041,GEMEINDE,Gemeindeverwaltung,,,
4556,Amberg,Bayern,09361000,093610000000,KREISFREIE_STADT,Stadtverwaltung,,,
7664,Stendal,Sachsen-Anhalt,15090535,150900535535,GEMEINDE,Gemeindeverwaltung,,,
7598,Halberstadt,Sachsen-Anhalt,15085135,150850135135,GEMEINDE,Gemeindeverwaltung,,,
3940,Freising (FS),Bayern,09178124,091780124124,GEMEINDE,Gemeindeverwaltung,,,
2791,Fellbach,Baden-Württemberg,08119020,081190020020,GEMEINDE,Gemeindeverwaltung,,,
5942,Homburg,Saarland,10045114,100450114114,GEMEINDE,Gemeindeverwaltung,,,
2700,Filderstadt,Baden-Württemberg,08116077,081160077077,GEMEINDE,Gemeindeverwaltung,,,
1210,Lehrte,Niedersachsen,03241011,032410011011,GEMEINDE,Gemeindeverwaltung,,,
7803,Eisenach,Thüringen,16063105,160635006105,GEMEINDE,Gemeindeverwaltung,,,
3300,Lahr / Schwarzwald,Baden-Württemberg,08317065,083175007065,GEMEINDE,Gemeindeverwaltung,,,
1600,Monheim am Rhein,Nordrhein-Westfalen,05158026,051580026026,GEMEINDE,Gemeindeverwaltung,,,
3119,Weinheim,Baden-Württemberg,08226096,082260096096,GEMEINDE,Gemeindeverwaltung,,,
2141,Rodgau,Hessen,06438011,064380011011,GEMEINDE,Gemeindeverwaltung,,,
2990,Bruchsal,Baden-Württemberg,08215009,082155003009,GEMEINDE,Gemeindeverwaltung,,,
7588,Weißenfels,Sachsen-Anhalt,15084550,150840550550,GEMEINDE,Gemeindeverwaltung,,,
2543,Landau in der Pfalz,Rheinland-Pfalz,07313000,073130000000,KREISFREIE_STADT,Stadtverwaltung,,,
7193,Freiberg,Sachsen,14522180,145220180180,GEMEINDE,Gemeindeverwaltung,,,
3544,Rottenburg am Neckar,Baden-Württemberg,08416036,084165003036,GEMEINDE,Gemeindeverwaltung,,,
2068,Oberursel (Taunus),Hessen,06434008,064340008008,GEMEINDE,Gemeindeverwaltung,,,
4558,Weiden in der Oberpfalz,Bayern,09363000,093630000000,KREISFREIE_STADT,Stadtverwaltung,,,
2547,Pirmasens,Rheinland-Pfalz,07317000,073170000000,KREISFREIE_STADT,Stadtverwaltung,,,
1617,Nettetal,Nordrhein-Westfalen,05166016,051660016016,GEMEINDE,Gemeindeverwaltung,,,
1608,Kaarst,Nordrhein-Westfalen,05162016,051620016016,GEMEINDE,Gemeindeverwaltung,,,
2781,Bietigheim-Bissingen,Baden-Württemberg,08118079,081185002079,GEMEINDE,Gemeindeverwaltung,,,
1124,Gifhorn (GF),Niedersachsen,03151009,031510009009,GEMEINDE,Gemeindeverwaltung,,,
465,Pinneberg (PI),Schleswig-Holstein,01056039,010560039039,GEMEINDE,Gemeindeverwaltung,,,
1874,Lemgo,Nordrhein-Westfalen,05766044,057660044044,GEMEINDE,Gemeindeverwaltung,,,
5547,Kaufbeuren,Bayern,09762000,097620000000,KREISFREIE_STADT,Stadtverwaltung,,,
5969,Eberswalde,Brandenburg,12060052,120600052052,GEMEINDE,Gemeindeverwaltung,,,
7307,Bautzen (BZ),Sachsen,14625020,146250020020,GEMEINDE,Gemeindeverwaltung,,,
1220,Wunstorf,Niedersachsen,03241021,032410021021,GEMEINDE,Gemeindeverwaltung,,,
